date,weekday,korean_category,chinese_category,japanese_category,western_category,korean_sales,chinese_sales,japanese_sales,western_sales,total_sales,temperature,is_exam,is_festival,is_vacation
2023-05-02,1,감자탕,짬뽕,우동,까르보나라,265,230,243,203,941,9.66155280982374,0,0,0
2023-05-03,2,제육볶음,마파두부덮밥,가츠동,오믈라이스,288,199,265,232,984,13.29090407687266,0,0,0
2023-05-04,3,김치찌개,고추잡채덮밥,미소라멘,까르보나라,245,157,278,204,884,9.445388432442696,0,0,0
2023-05-05,4,김치찌개,고추잡채덮밥,규동,스테이크,193,149,220,237,799,13.996755708940288,0,0,0
2023-05-06,5,순대국밥,짬뽕,냉모밀,오믈라이스,0,0,0,0,0,15.25586101333773,0,0,0
2023-05-07,6,돈까스,짬뽕,우동,오믈라이스,0,0,0,0,0,13.09959422171169,0,0,0
2023-05-08,0,제육볶음,짜장면,우동,스테이크,230,248,194,239,911,11.141253799332924,0,0,0
2023-05-09,1,부대찌개,짜장면,미소라멘,까르보나라,192,234,208,183,817,13.361896737926088,0,0,0
2023-05-10,2,제육볶음,볶음밥,가츠동,알리오 올리오,228,201,210,158,797,11.073980833360762,0,0,0
2023-05-11,3,설렁탕,짜장면,가츠동,까르보나라,185,246,211,194,836,14.806641376395447,0,0,0
2023-05-12,4,감자탕,마파두부덮밥,미소라멘,스테이크,202,126,210,189,727,6.505781747354629,0,0,0
2023-05-13,5,제육볶음,짬뽕,규동,오믈라이스,0,0,0,0,0,10.99317789564406,0,0,0
2023-05-14,6,김치찌개,마파두부덮밥,규동,스테이크,0,0,0,0,0,6.027564014628007,0,0,0
2023-05-15,0,김치찌개,고추잡채덮밥,규동,까르보나라,254,163,240,211,868,7.514817509318385,0,0,0
2023-05-16,1,불고기,마파두부덮밥,가츠동,스테이크,255,183,244,275,957,16.091586689441726,0,0,0
2023-05-17,2,불고기,볶음밥,가츠동,오믈라이스,240,221,230,201,892,14.685554945915058,0,0,0
2023-05-18,3,김치찌개,짜장면,라멘,오믈라이스,243,258,287,193,981,9.84155930014563,0,0,0
2023-05-19,4,순대국밥,짜장면,우동,알리오 올리오,195,206,195,133,729,7.492489631877309,0,0,0
2023-05-20,5,순대국밥,마파두부덮밥,규동,알리오 올리오,0,0,0,0,0,3.106413486475047,0,0,0
2023-05-21,6,제육볶음,고추잡채덮밥,규동,까르보나라,0,0,0,0,0,10.369513476202096,0,0,0
2023-05-22,0,불고기,짜장면,규동,스테이크,179,201,179,194,753,19.261245036742206,0,0,0
2023-05-23,1,순대국밥,고추잡채덮밥,가츠동,알리오 올리오,284,220,310,232,1046,13.30465281439094,0,0,0
2023-05-24,2,불고기,고추잡채덮밥,미소라멘,알리오 올리오,271,184,271,195,921,10.32128314185153,0,1,0
2023-05-25,3,부대찌개,짜장면,규동,알리오 올리오,217,265,236,170,888,13.395240628500918,0,1,0
2023-05-26,4,설렁탕,짜장면,규동,치킨까스,213,236,211,203,863,7.317124941016671,0,1,0
2023-05-27,5,순대국밥,짬뽕,우동,치킨까스,0,0,0,0,0,11.108029911907094,0,0,0
2023-05-28,6,제육볶음,짜장면,냉모밀,스테이크,0,0,0,0,0,12.298432419047217,0,0,0
2023-05-29,0,불고기,마파두부덮밥,규동,스테이크,244,175,243,263,925,11.741698044536854,0,0,0
2023-05-30,1,부대찌개,짜장면,미소라멘,스테이크,213,260,232,250,955,14.372418365070242,0,0,0
2023-05-31,2,김치찌개,고추잡채덮밥,가츠동,까르보나라,213,165,232,213,823,13.033935678708158,0,0,0
2023-06-01,3,감자탕,짜장면,미소라멘,스테이크,166,204,173,197,740,27.004978054323992,0,0,0
2023-06-02,4,부대찌개,마파두부덮밥,우동,알리오 올리오,174,143,167,143,627,22.934883153307723,0,0,0
2023-06-03,5,순대국밥,볶음밥,규동,스테이크,0,0,0,0,0,27.693446225231643,0,0,0
2023-06-04,6,돈까스,짜장면,미소라멘,오믈라이스,0,0,0,0,0,29.886810842871974,0,0,0
2023-06-05,0,돈까스,볶음밥,우동,스테이크,193,178,161,208,740,22.089551441045764,0,0,0
2023-06-06,1,순대국밥,짬뽕,규동,오믈라이스,199,238,238,200,875,22.33691303285632,0,0,0
2023-06-07,2,제육볶음,고추잡채덮밥,가츠동,까르보나라,215,141,198,182,736,29.0073530089607,0,0,0
2023-06-08,3,돈까스,고추잡채덮밥,라멘,스테이크,204,139,202,221,766,24.42596803991482,0,0,0
2023-06-09,4,불고기,볶음밥,가츠동,스테이크,137,126,131,147,541,29.21146417619967,0,0,0
2023-06-10,5,감자탕,짜장면,규동,스테이크,0,0,0,0,0,23.67239286432345,1,0,0
2023-06-11,6,불고기,짬뽕,우동,오믈라이스,0,0,0,0,0,29.36513672881213,1,0,0
2023-06-12,0,설렁탕,마파두부덮밥,우동,오믈라이스,186,168,195,195,744,25.39445745041636,1,0,0
2023-06-13,1,부대찌개,짬뽕,가츠동,알리오 올리오,175,200,192,144,711,25.774686469968085,1,0,0
2023-06-14,2,제육볶음,마파두부덮밥,미소라멘,치킨까스,230,159,154,212,755,29.694154065009712,1,0,0
2023-06-15,3,설렁탕,짜장면,가츠동,알리오 올리오,179,251,215,162,807,23.914688567667486,1,0,0
2023-06-16,4,부대찌개,볶음밥,가츠동,스테이크,122,128,134,150,534,22.17663371222513,1,0,0
2023-06-17,5,부대찌개,짜장면,규동,치킨까스,0,0,0,0,0,23.654307375914936,0,0,0
2023-06-18,6,김치찌개,짜장면,냉모밀,까르보나라,0,0,0,0,0,26.35700185192941,0,0,0
2023-06-19,0,돈까스,마파두부덮밥,가츠동,치킨까스,152,110,146,146,554,20.302722783458456,0,0,0
2023-06-20,1,감자탕,고추잡채덮밥,미소라멘,알리오 올리오,203,151,212,160,726,26.912412707953365,0,0,0
2023-06-21,2,김치찌개,볶음밥,규동,오믈라이스,86,95,103,86,370,23.38368604714677,0,0,1
2023-06-22,3,설렁탕,고추잡채덮밥,라멘,스테이크,59,68,73,109,309,28.44343798220069,0,0,1
2023-06-23,4,제육볶음,짜장면,규동,스테이크,66,71,63,68,268,17.817219085298586,0,0,1
2023-06-24,5,제육볶음,고추잡채덮밥,규동,치킨까스,0,0,0,0,0,22.640302674687494,0,0,1
2023-06-25,6,불고기,볶음밥,라멘,오믈라이스,0,0,0,0,0,19.940595546297693,0,0,1
2023-06-26,0,설렁탕,볶음밥,미소라멘,치킨까스,44,50,52,53,199,22.52131160090814,0,0,1
2023-06-27,1,제육볶음,마파두부덮밥,라멘,까르보나라,103,72,98,87,360,25.74299770332683,0,0,1
2023-06-28,2,순대국밥,볶음밥,규동,스테이크,44,48,52,56,200,24.46232012365073,0,0,1
2023-06-29,3,김치찌개,짬뽕,라멘,오믈라이스,60,72,71,61,264,24.23986729315596,0,0,1
2023-06-30,4,돈까스,짜장면,가츠동,스테이크,65,73,62,70,270,24.522445385859815,0,0,1
2023-07-01,5,부대찌개,짜장면,규동,알리오 올리오,0,0,0,0,0,25.61016472185983,0,0,1
2023-07-02,6,감자탕,볶음밥,우동,까르보나라,0,0,0,0,0,21.97439187417068,0,0,1
2023-07-03,0,김치찌개,짜장면,가츠동,까르보나라,68,92,78,72,310,27.120548922697157,0,0,1
2023-07-04,1,제육볶음,짜장면,우동,오믈라이스,100,107,80,80,367,26.98799791115645,0,0,1
2023-07-05,2,돈까스,볶음밥,우동,까르보나라,87,80,72,76,315,26.155113812968303,0,0,1
2023-07-06,3,감자탕,고추잡채덮밥,가츠동,알리오 올리오,69,52,73,55,249,26.66960032825379,0,0,1
2023-07-07,4,제육볶음,마파두부덮밥,냉모밀,치킨까스,71,49,63,66,249,25.88925400242598,0,0,1
2023-07-08,5,제육볶음,마파두부덮밥,라멘,오믈라이스,0,0,0,0,0,31.1052199081932,0,0,1
2023-07-09,6,제육볶음,짬뽕,라멘,오믈라이스,0,0,0,0,0,24.73871748684247,0,0,1
2023-07-10,0,부대찌개,볶음밥,미소라멘,알리오 올리오,56,59,61,47,223,24.07875034499627,0,0,1
2023-07-11,1,돈까스,볶음밥,가츠동,오믈라이스,63,58,60,53,234,22.739417258927865,0,0,1
2023-07-12,2,부대찌개,짜장면,가츠동,스테이크,61,74,64,72,271,21.90321198826649,0,0,1
2023-07-13,3,김치찌개,고추잡채덮밥,우동,까르보나라,79,61,79,79,298,21.26658463719677,0,0,1
2023-07-14,4,돈까스,고추잡채덮밥,가츠동,오믈라이스,84,57,81,70,292,22.333608060307245,0,0,1
2023-07-15,5,감자탕,짜장면,냉모밀,스테이크,0,0,0,0,0,24.787958855043787,0,0,1
2023-07-16,6,불고기,볶음밥,가츠동,오믈라이스,0,0,0,0,0,26.002885385493144,0,0,1
2023-07-17,0,돈까스,볶음밥,미소라멘,까르보나라,66,61,63,58,248,25.153426175656485,0,0,1
2023-07-18,1,순대국밥,짬뽕,가츠동,오믈라이스,61,73,71,62,267,22.70339416771086,0,0,1
2023-07-19,2,순대국밥,볶음밥,규동,오믈라이스,84,92,101,84,361,27.70055369205989,0,0,1
2023-07-20,3,감자탕,고추잡채덮밥,가츠동,까르보나라,73,55,77,71,276,27.21823801690284,0,0,1
2023-07-21,4,부대찌개,볶음밥,규동,알리오 올리오,63,66,72,52,253,24.521055077733948,0,0,1
2023-07-22,5,순대국밥,마파두부덮밥,규동,스테이크,0,0,0,0,0,23.041251566005865,0,0,1
2023-07-23,6,설렁탕,볶음밥,미소라멘,스테이크,0,0,0,0,0,26.6452837624894,0,0,1
2023-07-24,0,감자탕,볶음밥,가츠동,알리오 올리오,78,79,82,61,300,25.563920762458316,0,0,1
2023-07-25,1,불고기,마파두부덮밥,라멘,알리오 올리오,103,74,108,74,359,20.655618221754857,0,0,1
2023-07-26,2,감자탕,짬뽕,미소라멘,까르보나라,80,88,84,77,329,24.796059232046787,0,0,1
2023-07-27,3,돈까스,마파두부덮밥,미소라멘,치킨까스,75,54,72,72,273,25.786107436223144,0,0,1
2023-07-28,4,돈까스,짜장면,라멘,까르보나라,58,65,58,51,232,22.30091564053674,0,0,1
2023-07-29,5,설렁탕,짜장면,가츠동,까르보나라,0,0,0,0,0,25.56953017851233,0,0,1
2023-07-30,6,순대국밥,짜장면,우동,스테이크,0,0,0,0,0,20.635532544226635,0,0,1
2023-07-31,0,김치찌개,고추잡채덮밥,냉모밀,스테이크,43,48,74,75,240,29.008558300036512,0,0,1
2023-08-01,1,김치찌개,볶음밥,라멘,알리오 올리오,70,104,82,81,337,28.74384995517829,0,0,1
2023-08-02,2,순대국밥,마파두부덮밥,라멘,치킨까스,73,62,86,83,304,24.242447997091105,0,0,1
2023-08-03,3,돈까스,볶음밥,우동,스테이크,78,72,66,85,301,26.09036301351722,0,0,1
2023-08-04,4,돈까스,짜장면,미소라멘,치킨까스,57,64,57,54,232,17.770234102600377,0,0,1
2023-08-05,5,김치찌개,짬뽕,미소라멘,오믈라이스,0,0,0,0,0,21.530957019204003,0,0,1
2023-08-06,6,제육볶음,고추잡채덮밥,우동,스테이크,0,0,0,0,0,24.11866323954361,0,0,1
2023-08-07,0,부대찌개,마파두부덮밥,라멘,오믈라이스,94,74,107,86,361,21.783600935719424,0,0,1
2023-08-08,1,제육볶음,볶음밥,라멘,스테이크,74,65,70,77,286,27.143189447891977,0,0,1
2023-08-09,2,설렁탕,짜장면,냉모밀,알리오 올리오,53,102,96,65,316,30.991889592243982,0,0,1
2023-08-10,3,김치찌개,마파두부덮밥,우동,치킨까스,83,68,83,91,325,21.47015584171209,0,0,1
2023-08-11,4,돈까스,마파두부덮밥,라멘,오믈라이스,63,45,62,53,223,22.48760978774442,0,0,1
2023-08-12,5,불고기,볶음밥,냉모밀,오믈라이스,0,0,0,0,0,25.70634510492979,0,0,1
2023-08-13,6,김치찌개,짜장면,미소라멘,치킨까스,0,0,0,0,0,29.833348445498864,0,0,1
2023-08-14,0,순대국밥,짜장면,규동,스테이크,61,77,69,75,282,21.33287706238029,0,0,1
2023-08-15,1,제육볶음,마파두부덮밥,규동,오믈라이스,64,45,62,52,223,25.747108366920827,0,0,1
2023-08-16,2,설렁탕,고추잡채덮밥,가츠동,오믈라이스,58,67,94,83,302,30.463896552439326,0,0,1
2023-08-17,3,제육볶음,고추잡채덮밥,우동,치킨까스,61,40,51,56,208,20.0447225554622,0,0,1
2023-08-18,4,제육볶음,짜장면,규동,알리오 올리오,64,69,62,45,240,21.156792379462505,0,0,1
2023-08-19,5,부대찌개,마파두부덮밥,가츠동,알리오 올리오,0,0,0,0,0,23.729180180617487,0,0,1
2023-08-20,6,제육볶음,고추잡채덮밥,가츠동,치킨까스,0,0,0,0,0,23.438234761433765,0,0,1
2023-08-21,0,부대찌개,짜장면,라멘,오믈라이스,54,69,60,51,234,27.43780386326093,0,0,1
2023-08-22,1,제육볶음,고추잡채덮밥,규동,까르보나라,86,57,83,73,299,25.724979159462517,0,0,1
2023-08-23,2,김치찌개,짬뽕,우동,알리오 올리오,72,81,72,58,283,19.675113821073616,0,0,1
2023-08-24,3,감자탕,볶음밥,우동,치킨까스,63,64,58,67,252,26.546231208702437,0,0,1
2023-08-25,4,김치찌개,볶음밥,우동,치킨까스,63,70,63,73,269,23.267383337933047,0,0,1
2023-08-26,5,김치찌개,마파두부덮밥,가츠동,알리오 올리오,0,0,0,0,0,28.82334165082372,0,0,1
2023-08-27,6,부대찌개,볶음밥,라멘,까르보나라,0,0,0,0,0,23.11723739068924,0,0,1
2023-08-28,0,돈까스,볶음밥,미소라멘,까르보나라,50,46,48,44,188,23.09015415069329,0,0,1
2023-08-29,1,순대국밥,짬뽕,미소라멘,치킨까스,89,107,101,103,400,26.623394832413595,0,0,1
2023-08-30,2,돈까스,짜장면,냉모밀,알리오 올리오,55,62,50,40,207,27.28877944701081,0,0,1
2023-08-31,3,부대찌개,짜장면,미소라멘,알리오 올리오,43,55,46,35,179,26.34429809180861,0,0,1
2023-09-01,4,부대찌개,짬뽕,라멘,알리오 올리오,204,185,230,133,752,9.943208047845577,0,0,0
2023-09-02,5,김치찌개,짜장면,미소라멘,까르보나라,0,0,0,0,0,16.614103319784753,0,0,0
2023-09-03,6,설렁탕,볶음밥,라멘,알리오 올리오,0,0,0,0,0,11.897075844976804,0,0,0
2023-09-04,0,감자탕,마파두부덮밥,미소라멘,까르보나라,253,190,263,232,938,15.70582833476479,0,0,0
2023-09-05,1,김치찌개,마파두부덮밥,냉모밀,까르보나라,246,202,213,246,907,10.72879669380282,0,0,0
2023-09-06,2,제육볶음,볶음밥,우동,까르보나라,245,217,208,207,877,16.33896644262919,0,0,0
2023-09-07,3,순대국밥,짜장면,미소라멘,오믈라이스,236,301,268,226,1031,12.580203287077882,0,0,0
2023-09-08,4,설렁탕,짜장면,냉모밀,스테이크,182,242,164,233,821,11.152096049218436,0,0,0
2023-09-09,5,김치찌개,짜장면,냉모밀,스테이크,0,0,0,0,0,17.1414604094472,0,0,0
2023-09-10,6,설렁탕,고추잡채덮밥,가츠동,까르보나라,0,0,0,0,0,15.724933565030254,0,0,0
2023-09-11,0,순대국밥,짜장면,가츠동,오믈라이스,245,312,268,234,1059,13.158069595821308,0,0,0
2023-09-12,1,감자탕,마파두부덮밥,라멘,오믈라이스,272,204,294,238,1008,19.353536547063197,0,0,0
2023-09-13,2,김치찌개,볶음밥,냉모밀,알리오 올리오,241,251,208,197,897,13.678042735290774,0,0,0
2023-09-14,3,김치찌개,마파두부덮밥,미소라멘,치킨까스,295,241,335,322,1193,15.096323021912804,0,0,0
2023-09-15,4,부대찌개,짬뽕,규동,까르보나라,170,185,185,163,703,15.806740343035802,0,0,0
2023-09-16,5,감자탕,고추잡채덮밥,라멘,치킨까스,0,0,0,0,0,13.14100219761416,0,0,0
2023-09-17,6,제육볶음,마파두부덮밥,냉모밀,스테이크,0,0,0,0,0,16.41340888019979,0,0,0
2023-09-18,0,순대국밥,마파두부덮밥,규동,치킨까스,256,210,291,279,1036,13.399642958505826,0,0,0
2023-09-19,1,불고기,고추잡채덮밥,냉모밀,스테이크,307,208,233,331,1079,13.765085033351372,0,0,0
2023-09-20,2,부대찌개,짬뽕,미소라멘,오믈라이스,221,241,241,202,905,19.087927919410024,0,0,0
2023-09-21,3,설렁탕,고추잡채덮밥,규동,스테이크,266,216,317,342,1141,11.8782418424627,0,0,0
2023-09-22,4,설렁탕,볶음밥,미소라멘,까르보나라,207,189,247,181,824,7.761659007211529,0,0,0
2023-09-23,5,돈까스,짬뽕,규동,치킨까스,0,0,0,0,0,19.832810985035685,0,0,0
2023-09-24,6,김치찌개,마파두부덮밥,규동,오믈라이스,0,0,0,0,0,22.64798385782101,0,0,0
2023-09-25,0,부대찌개,짜장면,라멘,알리오 올리오,226,275,255,177,933,13.784192203652005,0,0,0
2023-09-26,1,설렁탕,짬뽕,가츠동,스테이크,263,261,250,281,1055,9.189485878139443,0,0,0
2023-09-27,2,김치찌개,마파두부덮밥,우동,스테이크,273,223,273,334,1103,14.068548071412168,0,1,0
2023-09-28,3,감자탕,짜장면,가츠동,오믈라이스,265,310,265,232,1072,14.141331150477992,0,1,0
2023-09-29,4,감자탕,고추잡채덮밥,규동,알리오 올리오,263,187,274,198,922,14.430228476933229,0,1,0
2023-09-30,5,김치찌개,짬뽕,라멘,스테이크,0,0,0,0,0,11.659835874234457,0,0,0
2023-10-01,6,부대찌개,마파두부덮밥,미소라멘,까르보나라,0,0,0,0,0,16.738683427429432,0,0,0
2023-10-02,0,설렁탕,볶음밥,규동,알리오 올리오,188,206,223,161,778,16.573522125858258,0,0,0
2023-10-03,1,부대찌개,볶음밥,우동,알리오 올리오,243,242,232,190,907,10.51678314054208,0,0,0
2023-10-04,2,돈까스,고추잡채덮밥,규동,스테이크,246,168,246,266,926,17.097590195084663,0,0,0
2023-10-05,3,순대국밥,마파두부덮밥,미소라멘,치킨까스,242,198,274,264,978,21.158054945837677,0,0,0
2023-10-06,4,김치찌개,볶음밥,가츠동,스테이크,172,180,188,212,752,15.51588099731118,0,0,0
2023-10-07,5,제육볶음,짬뽕,가츠동,알리오 올리오,0,0,0,0,0,13.988024513794482,0,0,0
2023-10-08,6,설렁탕,짬뽕,우동,스테이크,0,0,0,0,0,14.573990356777436,0,0,0
2023-10-09,0,설렁탕,짜장면,라멘,스테이크,174,233,216,224,847,16.845770300905684,0,0,0
2023-10-10,1,부대찌개,짬뽕,가츠동,오믈라이스,255,231,222,194,902,9.807985183478346,0,0,0
2023-10-11,2,김치찌개,마파두부덮밥,우동,오믈라이스,268,219,267,255,1009,15.493172108931908,0,0,0
2023-10-12,3,돈까스,짬뽕,미소라멘,오믈라이스,207,207,206,173,793,13.82860815161157,0,0,0
2023-10-13,4,순대국밥,짜장면,미소라멘,스테이크,157,199,178,192,726,20.543475038868134,0,0,0
2023-10-14,5,감자탕,짜장면,가츠동,오믈라이스,0,0,0,0,0,14.477481798585126,0,0,0
2023-10-15,6,김치찌개,마파두부덮밥,가츠동,까르보나라,0,0,0,0,0,20.00366283335856,1,0,0
2023-10-16,0,부대찌개,볶음밥,라멘,오믈라이스,191,191,216,174,772,11.68877790665398,1,0,0
2023-10-17,1,돈까스,짬뽕,규동,치킨까스,250,250,249,240,989,16.761777500408378,1,0,0
2023-10-18,2,순대국밥,고추잡채덮밥,우동,오믈라이스,314,242,314,300,1170,15.958200791373686,1,0,0
2023-10-19,3,돈까스,고추잡채덮밥,우동,알리오 올리오,277,188,244,199,908,12.392858256405653,1,0,0
2023-10-20,4,돈까스,볶음밥,가츠동,오믈라이스,238,219,228,200,885,15.53218834391082,1,0,0
2023-10-21,5,제육볶음,고추잡채덮밥,규동,스테이크,0,0,0,0,0,18.6375565104948,1,0,0
2023-10-22,6,설렁탕,볶음밥,규동,스테이크,0,0,0,0,0,14.028624887140198,0,0,0
2023-10-23,0,감자탕,짬뽕,라멘,알리오 올리오,245,213,265,153,876,9.92411205249071,0,0,0
2023-10-24,1,부대찌개,짬뽕,우동,스테이크,241,262,230,282,1015,14.947311520567665,0,0,0
2023-10-25,2,감자탕,짜장면,우동,치킨까스,185,215,169,185,754,12.29273071562246,0,0,0
2023-10-26,3,돈까스,볶음밥,가츠동,오믈라이스,239,220,229,201,889,13.972977184008354,0,0,0
2023-10-27,4,김치찌개,짜장면,규동,치킨까스,150,191,170,164,675,14.755236690944637,0,0,0
2023-10-28,5,제육볶음,짬뽕,라멘,치킨까스,0,0,0,0,0,9.883043351953448,0,0,0
2023-10-29,6,감자탕,짜장면,규동,스테이크,0,0,0,0,0,10.153024982037966,0,0,0
2023-10-30,0,불고기,고추잡채덮밥,우동,치킨까스,222,151,196,214,783,16.446200506576577,0,0,0
2023-10-31,1,설렁탕,마파두부덮밥,가츠동,까르보나라,202,173,231,212,818,13.431843911490958,0,0,0
2023-11-01,2,감자탕,고추잡채덮밥,냉모밀,알리오 올리오,397,234,183,248,1062,7.305766974538299,0,0,0
2023-11-02,3,김치찌개,고추잡채덮밥,라멘,알리오 올리오,264,204,312,216,996,17.354532109824405,0,0,0
2023-11-03,4,감자탕,볶음밥,규동,까르보나라,203,194,211,186,794,15.81710926582272,0,0,0
2023-11-04,5,설렁탕,마파두부덮밥,규동,치킨까스,0,0,0,0,0,12.858375527890548,0,0,0
2023-11-05,6,순대국밥,고추잡채덮밥,냉모밀,알리오 올리오,0,0,0,0,0,11.049509366825276,0,0,0
2023-11-06,0,감자탕,고추잡채덮밥,규동,까르보나라,187,133,195,171,686,17.50742368894301,0,0,0
2023-11-07,1,불고기,마파두부덮밥,라멘,치킨까스,225,162,235,216,838,16.048051867681288,0,0,0
2023-11-08,2,돈까스,짜장면,우동,알리오 올리오,262,294,219,189,964,22.14780684805222,0,0,0
2023-11-09,3,김치찌개,고추잡채덮밥,냉모밀,까르보나라,247,190,213,247,897,16.260565796174813,0,0,0
2023-11-10,4,설렁탕,짬뽕,라멘,스테이크,164,195,202,210,771,16.163109423786043,0,0,0
2023-11-11,5,순대국밥,볶음밥,규동,스테이크,0,0,0,0,0,14.499216209674303,0,0,0
2023-11-12,6,불고기,짬뽕,냉모밀,알리오 올리오,0,0,0,0,0,17.450327601602375,0,0,0
2023-11-13,0,감자탕,짬뽕,냉모밀,스테이크,211,219,167,237,834,16.87525560374446,0,0,0
2023-11-14,1,순대국밥,볶음밥,규동,까르보나라,210,219,239,210,878,18.755175025695586,0,0,0
2023-11-15,2,부대찌개,짬뽕,라멘,오믈라이스,194,210,219,177,800,13.436031244088143,0,0,0
2023-11-16,3,제육볶음,마파두부덮밥,가츠동,스테이크,255,177,236,265,933,13.693777581168112,0,0,0
2023-11-17,4,김치찌개,짬뽕,라멘,스테이크,128,146,152,158,584,13.56269048726406,0,0,0
2023-11-18,5,순대국밥,짜장면,라멘,까르보나라,0,0,0,0,0,17.372405163536968,0,0,0
2023-11-19,6,불고기,짬뽕,가츠동,까르보나라,0,0,0,0,0,19.495123320890198,0,0,0
2023-11-20,0,설렁탕,마파두부덮밥,라멘,알리오 올리오,206,177,255,176,814,13.623478520552098,0,0,0
2023-11-21,1,설렁탕,마파두부덮밥,라멘,까르보나라,221,189,274,231,915,13.725678816620729,0,0,0
2023-11-22,2,김치찌개,고추잡채덮밥,미소라멘,스테이크,269,208,306,330,1113,15.942231671609395,0,0,0
2023-11-23,3,제육볶음,마파두부덮밥,미소라멘,스테이크,240,166,230,249,885,14.262715499961296,0,0,0
2023-11-24,4,부대찌개,마파두부덮밥,라멘,오믈라이스,209,164,236,191,800,17.856160959419668,0,0,0
2023-11-25,5,설렁탕,마파두부덮밥,가츠동,알리오 올리오,0,0,0,0,0,8.244668128142859,0,0,0
2023-11-26,6,돈까스,짬뽕,미소라멘,까르보나라,0,0,0,0,0,12.519884859249316,0,0,0
2023-11-27,0,설렁탕,짬뽕,규동,스테이크,159,190,190,205,744,12.652750998115662,0,0,0
2023-11-28,1,제육볶음,볶음밥,규동,까르보나라,238,210,228,201,877,8.038931962841566,0,0,0
2023-11-29,2,김치찌개,고추잡채덮밥,미소라멘,치킨까스,217,168,247,237,869,12.109084666893589,0,0,0
2023-11-30,3,불고기,짜장면,가츠동,오믈라이스,224,251,216,189,880,12.25453165246222,0,0,0
2023-12-01,4,부대찌개,짜장면,규동,스테이크,140,121,108,117,486,-0.603313963556491,0,0,0
2023-12-02,5,감자탕,마파두부덮밥,가츠동,까르보나라,0,0,0,0,0,3.3388976749807906,0,0,0
2023-12-03,6,돈까스,볶음밥,가츠동,스테이크,0,0,0,0,0,-0.7351819535721071,0,0,0
2023-12-04,0,돈까스,볶음밥,규동,오믈라이스,172,158,172,144,646,-3.092441160813461,0,0,0
2023-12-05,1,설렁탕,고추잡채덮밥,라멘,까르보나라,214,123,264,160,761,-0.1708636236405869,0,0,0
2023-12-06,2,감자탕,고추잡채덮밥,라멘,치킨까스,177,104,192,148,621,3.147520864324048,0,0,0
2023-12-07,3,순대국밥,마파두부덮밥,미소라멘,까르보나라,187,109,212,134,642,-2.9278764483447146,0,0,0
2023-12-08,4,순대국밥,볶음밥,미소라멘,치킨까스,161,120,183,126,590,-2.731724651764346,0,0,0
2023-12-09,5,설렁탕,고추잡채덮밥,냉모밀,스테이크,0,0,0,0,0,1.6756468778226703,0,0,0
2023-12-10,6,부대찌개,고추잡채덮밥,냉모밀,까르보나라,0,0,0,0,0,-0.6646083471924016,1,0,0
2023-12-11,0,제육볶음,마파두부덮밥,냉모밀,치킨까스,210,145,107,194,656,1.942454072128423,1,0,0
2023-12-12,1,감자탕,짬뽕,규동,오믈라이스,219,163,163,136,681,-0.0409403753858902,1,0,0
2023-12-13,2,돈까스,짬뽕,냉모밀,오믈라이스,234,234,124,196,788,2.1049909442687014,1,0,0
2023-12-14,3,김치찌개,마파두부덮밥,규동,치킨까스,256,149,207,199,811,-3.1052343421219226,1,0,0
2023-12-15,4,제육볶음,볶음밥,우동,스테이크,150,132,177,156,615,-0.0362539523648023,1,0,0
2023-12-16,5,불고기,마파두부덮밥,미소라멘,오믈라이스,0,0,0,0,0,-0.6320700430894705,1,0,0
2023-12-17,6,불고기,고추잡채덮밥,우동,치킨까스,0,0,0,0,0,-3.647672772312392,0,0,0
2023-12-18,0,불고기,짜장면,우동,스테이크,111,124,137,120,492,-4.6904338436060655,0,0,0
2023-12-19,1,불고기,짜장면,규동,알리오 올리오,157,175,157,113,602,2.0572471058239854,0,0,0
2023-12-20,2,부대찌개,고추잡채덮밥,미소라멘,알리오 올리오,204,108,222,114,648,-1.0528571466539345,0,0,0
2023-12-21,3,돈까스,볶음밥,가츠동,알리오 올리오,91,83,87,65,326,-3.0668408449419884,0,0,1
2023-12-22,4,감자탕,마파두부덮밥,규동,알리오 올리오,91,49,67,49,256,-0.2885368107699967,0,0,1
2023-12-23,5,김치찌개,짬뽕,미소라멘,스테이크,0,0,0,0,0,3.384056572047908,0,0,1
2023-12-24,6,김치찌개,볶음밥,우동,치킨까스,0,0,0,0,0,-6.842213536115769,0,0,1
2023-12-25,0,돈까스,고추잡채덮밥,우동,오믈라이스,82,55,101,69,307,-4.489916069709979,0,0,1
2023-12-26,1,순대국밥,짜장면,미소라멘,스테이크,75,68,85,66,294,-2.7686593256858028,0,0,1
2023-12-27,2,설렁탕,마파두부덮밥,우동,까르보나라,83,59,86,72,300,4.383536600160987,0,0,1
2023-12-28,3,제육볶음,짬뽕,미소라멘,까르보나라,68,66,79,58,271,0.8477609487578895,0,0,1
2023-12-29,4,김치찌개,마파두부덮밥,미소라멘,치킨까스,52,36,59,48,195,2.3019517213836806,0,0,1
2023-12-30,5,불고기,볶음밥,규동,치킨까스,0,0,0,0,0,-3.420482757378692,0,0,1
2023-12-31,6,부대찌개,짬뽕,미소라멘,오믈라이스,0,0,0,0,0,-3.3586076258115787,0,0,1
2024-01-01,0,김치찌개,볶음밥,냉모밀,치킨까스,73,64,37,66,240,1.3434411501681311,0,0,1
